Date,constant,Close,name
07/07/2014, 16:00:00,23.99,vijay
08/07/2014, 16:00:00,23.84,vijay
09/07/2014, 16:00:00,23.85,vijay
10/07/2014, 16:00:00,23.76,vijay
11/07/2014, 16:00:00,23.81,vijay
14/07/2014, 16:00:00,24.11,vijay
15/07/2014, 16:00:00,23.83,vijay
16/07/2014, 16:00:00,23.7,vijay
17/07/2014, 16:00:00,23.27,vijay
18/07/2014, 16:00:00,23.61,vijay
21/07/2014, 16:00:00,23.48,vijay
22/07/2014, 16:00:00,23.68,vijay
23/07/2014, 16:00:00,24.3,vijay
24/07/2014, 16:00:00,24.26,vijay
25/07/2014, 16:00:00,24.42,vijay
28/07/2014, 16:00:00,24.76,vijay
29/07/2014, 16:00:00,24.6,vijay
30/07/2014, 16:00:00,24.54,vijay
31/07/2014, 16:00:00,23.9,vijay
01/08/2014, 16:00:00,24.03,vijay
04/08/2014, 16:00:00,23.9,vijay
05/08/2014, 16:00:00,23.78,vijay
06/08/2014, 16:00:00,23.74,vijay
07/08/2014, 16:00:00,23.62,vijay
08/08/2014, 16:00:00,23.69,vijay
11/08/2014, 16:00:00,24,vijay
12/08/2014, 16:00:00,23.99,vijay
13/08/2014, 16:00:00,24.31,vijay
14/08/2014, 16:00:00,24.38,vijay
15/08/2014, 16:00:00,24.5,vijay
18/08/2014, 16:00:00,24.79,vijay
19/08/2014, 16:00:00,25.13,vijay
20/08/2014, 16:00:00,25.14,vijay
21/08/2014, 16:00:00,25.15,vijay
22/08/2014, 16:00:00,25.33,vijay
25/08/2014, 16:00:00,25.39,vijay
26/08/2014, 16:00:00,25.22,vijay
27/08/2014, 16:00:00,25.53,vijay
28/08/2014, 16:00:00,25.56,vijay
29/08/2014, 16:00:00,25.63,vijay
02/09/2014, 16:00:00,25.83,vijay
03/09/2014, 16:00:00,24.74,vijay
04/09/2014, 16:00:00,24.53,vijay
05/09/2014, 16:00:00,24.74,vijay
08/09/2014, 16:00:00,24.59,vijay
09/09/2014, 16:00:00,24.5,vijay
10/09/2014, 16:00:00,25.25,vijay
11/09/2014, 16:00:00,25.36,vijay
12/09/2014, 16:00:00,25.42,vijay
15/09/2014, 16:00:00,25.41,vijay
16/09/2014, 16:00:00,25.22,vijay
17/09/2014, 16:00:00,25.4,vijay
18/09/2014, 16:00:00,25.45,vijay
19/09/2014, 16:00:00,25.24,vijay
22/09/2014, 16:00:00,25.27,vijay
23/09/2014, 16:00:00,25.66,vijay
24/09/2014, 16:00:00,25.44,vijay
25/09/2014, 16:00:00,24.47,vijay
26/09/2014, 16:00:00,25.19,vijay
29/09/2014, 16:00:00,25.03,vijay
30/09/2014, 16:00:00,25.19,vijay
01/10/2014, 16:00:00,24.8,vijay
02/10/2014, 16:00:00,24.98,vijay
03/10/2014, 16:00:00,24.91,vijay
06/10/2014, 16:00:00,24.91,vijay
07/10/2014, 16:00:00,24.69,vijay
08/10/2014, 16:00:00,25.2,vijay
09/10/2014, 16:00:00,25.26,vijay
10/10/2014, 16:00:00,25.18,vijay
13/10/2014, 16:00:00,24.95,vijay
14/10/2014, 16:00:00,24.69,vijay
15/10/2014, 16:00:00,24.39,vijay
16/10/2014, 16:00:00,24.07,vijay
17/10/2014, 16:00:00,24.42,vijay
20/10/2014, 16:00:00,24.94,vijay
21/10/2014, 16:00:00,25.62,vijay
22/10/2014, 16:00:00,25.75,vijay
23/10/2014, 16:00:00,26.21,vijay
24/10/2014, 16:00:00,26.31,vijay
27/10/2014, 16:00:00,26.28,vijay
28/10/2014, 16:00:00,26.69,vijay
29/10/2014, 16:00:00,26.84,vijay
30/10/2014, 16:00:00,26.75,vijay
31/10/2014, 16:00:00,27,vijay
03/11/2014, 16:00:00,27.35,vijay
04/11/2014, 16:00:00,27.15,vijay
05/11/2014, 16:00:00,27.22,vijay
06/11/2014, 16:00:00,27.18,vijay
07/11/2014, 16:00:00,27.25,vijay
10/11/2014, 16:00:00,27.21,vijay
11/11/2014, 16:00:00,27.43,vijay
12/11/2014, 16:00:00,27.81,vijay
13/11/2014, 16:00:00,28.21,vijay
14/11/2014, 16:00:00,28.55,vijay
17/11/2014, 16:00:00,28.5,vijay
18/11/2014, 16:00:00,28.87,vijay
19/11/2014, 16:00:00,28.67,vijay
20/11/2014, 16:00:00,29.08,vijay
21/11/2014, 16:00:00,29.12,vijay
24/11/2014, 16:00:00,29.66,vijay
25/11/2014, 16:00:00,29.4,vijay
26/11/2014, 16:00:00,29.75,vijay
28/11/2014, 16:00:00,29.73,vijay
01/12/2014, 16:00:00,28.77,vijay
02/12/2014, 16:00:00,28.66,vijay
03/12/2014, 16:00:00,28.98,vijay
04/12/2014, 16:00:00,28.87,vijay
05/12/2014, 16:00:00,28.75,vijay
08/12/2014, 16:00:00,28.1,vijay
09/12/2014, 16:00:00,28.53,vijay
10/12/2014, 16:00:00,27.99,vijay
11/12/2014, 16:00:00,27.91,vijay
12/12/2014, 16:00:00,27.43,vijay
15/12/2014, 16:00:00,27.06,vijay
16/12/2014, 16:00:00,26.69,vijay
17/12/2014, 16:00:00,27.35,vijay
18/12/2014, 16:00:00,28.16,vijay
19/12/2014, 16:00:00,27.95,vijay
22/12/2014, 16:00:00,28.24,vijay
23/12/2014, 16:00:00,28.14,vijay
24/12/2014, 16:00:00,28,vijay
26/12/2014, 16:00:00,28.5,vijay
29/12/2014, 16:00:00,28.48,vijay
30/12/2014, 16:00:00,28.13,vijay
